grainID,grainType,quantity,price,supplierName,reorderLevel,DateofOrder,batchNumber,warehouse
1329,Oats,1093,1.65,"Grain Masters",260,28-01-2025,LZ97,"Warehouse A"
1774,Sorghum,1152,0.87,"Grain Masters",112,21-01-2025,SNW5,"Warehouse A"
1303,Sorghum,1280,2.25,"Old Mill",468,10-02-2025,MG9D,"Warehouse A"
1568,Rye,637,2.07,"Grains World",437,14-02-2025,VZ7S,"Warehouse A"
1463,Millet,1220,1.8,"Grain Masters",474,18-02-2025,NNKU,"Warehouse B"
1634,Barley,1480,1.88,"ABC Farms",414,03-02-2025,Q6KF,"Warehouse B"
1965,Quinoa,861,1.3,"ABC Farms",218,26-01-2025,UNHE,"Warehouse A"
1985,Millet,537,1.99,"Grain Masters",227,08-02-2025,5HGS,"Warehouse B"
1849,Wheat,466,1.73,"XYZ Grains Co.",413,18-02-2025,GP57,"Warehouse C"
1869,Millet,1065,1.3,"Grain Masters",392,06-02-2025,77Q1,"Warehouse A"
1128,Quinoa,1000,0.73,"Healthy Grains",271,25-01-2025,47EK,"Warehouse B"
1613,Oats,1341,1.39,"XYZ Grains Co.",115,02-02-2025,FJJ9,"Warehouse A"
1415,Quinoa,1082,2.31,"Grain Masters",373,09-02-2025,H9VZ,"Warehouse C"
1990,Rye,991,1.54,"ABC Farms",315,25-01-2025,C97S,"Warehouse A"
1108,Quinoa,972,2.39,"XYZ Grains Co.",449,05-02-2025,772F,"Warehouse C"
1481,Millet,268,0.66,"Grains World",374,20-02-2025,7TII,"Warehouse A"
1703,Corn,296,2.93,"Organic Grains",424,17-02-2025,51L6,"Warehouse A"
1657,Sorghum,149,2.1,"XYZ Grains Co.",431,13-02-2025,YIIG,"Warehouse A"
1480,Barley,1368,1.89,"XYZ Grains Co.",490,06-02-2025,FU7W,"Warehouse A"
1140,Millet,882,1.94,"ABC Farms",326,24-01-2025,IADL,"Warehouse C"
1405,Corn,750,0.95,"Grains World",315,27-01-2025,YLED,"Warehouse B"
1691,Barley,537,1.15,"ABC Farms",246,03-02-2025,FQVR,"Warehouse C"
1827,Quinoa,745,1.01,"Grains World",289,16-02-2025,O6KA,"Warehouse C"
1373,Wheat,1254,2.59,"ABC Farms",271,08-02-2025,A6L7,"Warehouse C"
1714,Wheat,781,0.5,"Old Mill",356,07-02-2025,L7AF,"Warehouse B"
1887,Quinoa,265,2.68,"Organic Grains",250,12-02-2025,WFMQ,"Warehouse C"
1170,Sorghum,1301,2.84,"Grains World",122,09-02-2025,5IR3,"Warehouse A"
1378,Quinoa,114,2.5,"Grains World",320,22-01-2025,HTWG,"Warehouse B"
1931,Quinoa,1004,0.76,"Grain Masters",332,22-01-2025,YUZI,"Warehouse B"
1580,Rice,220,0.54,"Grain Masters",388,19-02-2025,KM4U,"Warehouse B"
1633,Sorghum,201,2.68,"Grain Masters",243,11-02-2025,11W2,"Warehouse C"
1898,Sorghum,117,0.63,"Organic Grains",266,04-02-2025,16I2,"Warehouse C"
1540,Rice,548,2.27,"Grains World",101,30-01-2025,X72L,"Warehouse A"
1495,Wheat,629,2.5,"Grain Masters",401,29-01-2025,JERQ,"Warehouse A"
1066,Sorghum,436,2.82,"ABC Farms",169,31-01-2025,ZGVE,"Warehouse B"
1944,Barley,215,2.64,"Grains World",452,14-02-2025,D34B,"Warehouse A"
1134,Oats,1035,1.17,"Healthy Grains",315,27-01-2025,THAH,"Warehouse C"
1865,Corn,940,0.52,"XYZ Grains Co.",125,02-02-2025,YAF0,"Warehouse C"
1164,Buckwheat,473,0.83,"Healthy Grains",266,23-01-2025,AHUB,"Warehouse C"
1508,Rice,256,2.16,"ABC Farms",411,10-02-2025,4J7R,"Warehouse A"
1994,Rye,1403,1.34,"Grain Masters",477,01-02-2025,PB2T,"Warehouse B"
1143,Rye,1140,1.72,"Healthy Grains",159,28-01-2025,63ZV,"Warehouse B"
1597,Rye,307,2.72,"Grains World",419,20-02-2025,LL59,"Warehouse C"
1400,Oats,1340,1.86,"Grain Masters",409,16-02-2025,RGBV,"Warehouse C"
1662,Barley,713,0.53,"Grains World",237,07-02-2025,C65I,"Warehouse B"
1428,Buckwheat,1110,2.4,"Old Mill",112,31-01-2025,GL3E,"Warehouse B"
1400,Wheat,734,0.51,"Grain Masters",351,05-02-2025,KX3X,"Warehouse A"
1804,Quinoa,1101,2.54,"Old Mill",356,03-02-2025,OOSL,"Warehouse A"
1238,Quinoa,613,2.97,"Grain Masters",190,03-02-2025,JSNV,"Warehouse A"
1186,Quinoa,1078,1.1,"Old Mill",359,24-01-2025,W98B,"Warehouse C"
1964,Quinoa,917,2.72,"XYZ Grains Co.",298,25-01-2025,5FRW,"Warehouse A"
1312,Oats,1334,0.58,"ABC Farms",496,30-01-2025,TOPE,"Warehouse A"
1594,Millet,654,0.9,"Old Mill",422,25-01-2025,41NH,"Warehouse C"
1654,Sorghum,336,2.15,"ABC Farms",202,14-02-2025,ZBA0,"Warehouse A"
1213,Rye,653,0.71,"Old Mill",237,24-01-2025,7BAW,"Warehouse C"
1631,Buckwheat,862,2.85,"Organic Grains",291,28-01-2025,TD30,"Warehouse A"
1581,Sorghum,187,1.99,"XYZ Grains Co.",333,25-01-2025,H1WP,"Warehouse B"
1640,Rye,654,2.05,"Healthy Grains",251,24-01-2025,V4YF,"Warehouse C"
1595,Oats,829,1.54,"Healthy Grains",383,27-01-2025,HVKE,"Warehouse A"
1816,Buckwheat,602,1.82,"Grain Masters",346,06-02-2025,XXQD,"Warehouse A"
1388,Corn,188,2.62,"Healthy Grains",315,06-02-2025,XW43,"Warehouse B"
1792,Millet,107,0.51,"XYZ Grains Co.",207,01-02-2025,OGP9,"Warehouse A"
1024,Rye,1210,1.74,"Organic Grains",325,27-01-2025,ARSE,"Warehouse C"
1950,Barley,207,2.42,"Grains World",438,26-01-2025,YX9Q,"Warehouse A"
1945,Quinoa,1092,2.39,"ABC Farms",233,25-01-2025,OG18,"Warehouse A"
1939,Quinoa,1306,2.78,"Old Mill",276,02-02-2025,QD7Y,"Warehouse B"
1901,Rye,257,2.96,"Organic Grains",266,05-02-2025,BM62,"Warehouse B"
1098,Quinoa,941,2.09,"Grain Masters",431,14-02-2025,HS6Y,"Warehouse C"
1146,Corn,998,1.31,"Grain Masters",267,07-02-2025,298N,"Warehouse B"
1361,Rye,237,2.88,"ABC Farms",453,18-02-2025,KX8C,"Warehouse B"
1490,Buckwheat,1258,0.96,"Grain Masters",266,03-02-2025,5UZD,"Warehouse C"
1368,Rye,303,2.1,"Organic Grains",289,14-02-2025,UFWG,"Warehouse C"
1979,Oats,953,0.84,"Grain Masters",457,10-02-2025,WXBS,"Warehouse A"
1464,Millet,1015,1.21,"Organic Grains",235,28-01-2025,NH2S,"Warehouse A"
1008,Rye,962,2.57,"Organic Grains",129,02-02-2025,RPSR,"Warehouse B"
1916,Oats,503,1.69,"XYZ Grains Co.",142,05-02-2025,I9T5,"Warehouse A"
1651,Buckwheat,833,0.92,"Organic Grains",400,22-01-2025,ZN6N,"Warehouse A"
1932,Sorghum,1393,2.05,"Grains World",108,31-01-2025,FJCJ,"Warehouse A"
1446,Sorghum,356,2.53,"Healthy Grains",477,04-02-2025,96BM,"Warehouse A"
1636,Rye,511,0.78,"Old Mill",212,17-02-2025,7C5Y,"Warehouse B"
1197,Millet,188,1.09,"ABC Farms",203,26-01-2025,J80R,"Warehouse A"
1115,Oats,770,1.15,"Old Mill",431,12-02-2025,LGBT,"Warehouse B"
1923,Barley,1254,1.06,"Grains World",140,30-01-2025,59N8,"Warehouse B"
1498,Corn,517,2.03,"XYZ Grains Co.",443,06-02-2025,IBQG,"Warehouse A"
1982,Buckwheat,1215,1,"ABC Farms",197,03-02-2025,FRGG,"Warehouse A"
1363,Buckwheat,1206,1.04,"ABC Farms",231,30-01-2025,WJB2,"Warehouse B"
1353,Quinoa,415,1.3,"ABC Farms",424,18-02-2025,QRUH,"Warehouse C"
1413,Buckwheat,1112,2.43,"XYZ Grains Co.",205,10-02-2025,BMHP,"Warehouse B"
1495,Rice,977,0.61,"Healthy Grains",406,11-02-2025,IC67,"Warehouse C"
1183,Buckwheat,804,2.43,"Old Mill",326,14-02-2025,VOLT,"Warehouse B"
1147,Oats,270,1.93,"ABC Farms",286,06-02-2025,9XEG,"Warehouse B"
1794,Rye,577,2.6,"XYZ Grains Co.",345,26-01-2025,SS9X,"Warehouse B"
1406,Buckwheat,1286,1.1,"XYZ Grains Co.",334,22-01-2025,MY69,"Warehouse B"
1669,Rye,221,1.73,"Organic Grains",438,04-02-2025,7T25,"Warehouse C"
1952,Buckwheat,1456,1.79,"Old Mill",302,10-02-2025,OD9Z,"Warehouse B"
1921,Rice,866,0.85,"Grain Masters",358,25-01-2025,EFSH,"Warehouse A"
1324,Rice,1085,1,"Organic Grains",289,09-02-2025,QBYM,"Warehouse A"
1667,Sorghum,649,2.47,"ABC Farms",230,02-02-2025,84BW,"Warehouse C"
1596,Millet,524,2.22,"Old Mill",491,29-01-2025,S9J1,"Warehouse B"
1982,Barley,1144,1.22,"ABC Farms",193,11-02-2025,6D5P,"Warehouse C"
1490,Millet,1379,2.86,"Grains World",181,28-01-2025,SN5F,"Warehouse B"
1681,Oats,132,1.26,"Healthy Grains",102,11-02-2025,AF7S,"Warehouse C"
1452,Barley,695,1.32,"XYZ Grains Co.",487,08-02-2025,ZSSB,"Warehouse C"
1750,Buckwheat,825,1.27,"Grains World",343,27-01-2025,E1HS,"Warehouse C"
1588,Millet,1312,1.47,"Grain Masters",211,03-02-2025,EXHF,"Warehouse B"
1368,Quinoa,349,1.26,"Grain Masters",281,06-02-2025,HUE7,"Warehouse A"
1915,Barley,1125,1.69,"Organic Grains",333,06-02-2025,EO4I,"Warehouse C"
1015,Rye,452,1.32,"Grains World",134,12-02-2025,IMDE,"Warehouse C"
1555,Oats,866,1.12,"Old Mill",494,16-02-2025,IRY3,"Warehouse C"
1815,Millet,1236,1.56,"Grains World",406,31-01-2025,B5I8,"Warehouse A"
1184,Rye,1453,2.13,"XYZ Grains Co.",246,30-01-2025,BG4T,"Warehouse C"
1033,Rye,1435,1.33,"Old Mill",370,16-02-2025,VMSY,"Warehouse C"
1924,Wheat,1441,0.66,"Grain Masters",323,20-02-2025,EUQ3,"Warehouse C"
1673,Buckwheat,846,2.69,"Healthy Grains",287,04-02-2025,B650,"Warehouse C"
1411,Oats,1427,1.14,"Grain Masters",144,08-02-2025,A1O7,"Warehouse A"
1733,Sorghum,1370,1.81,"XYZ Grains Co.",375,12-02-2025,1SRI,"Warehouse A"
1159,Quinoa,774,0.84,"Grain Masters",265,01-02-2025,CPQB,"Warehouse C"
1403,Barley,823,0.9,"ABC Farms",183,04-02-2025,81DM,"Warehouse B"
1144,Oats,684,1.09,"Organic Grains",468,15-02-2025,88IW,"Warehouse C"
1558,Sorghum,365,0.92,"XYZ Grains Co.",357,10-02-2025,CQS1,"Warehouse C"
1792,Millet,411,1.32,"Organic Grains",181,06-02-2025,4YQS,"Warehouse B"
1318,Rice,256,2.07,"Organic Grains",187,01-02-2025,DNU0,"Warehouse A"
1104,Corn,1444,0.57,"XYZ Grains Co.",189,03-02-2025,NJMU,"Warehouse A"
1877,Millet,787,0.58,"XYZ Grains Co.",381,02-02-2025,J1KN,"Warehouse C"
1703,Millet,805,1.07,"Organic Grains",391,15-02-2025,UWZW,"Warehouse B"
1952,Rice,432,2.67,"XYZ Grains Co.",174,14-02-2025,K72L,"Warehouse A"
1515,Oats,1499,1.31,"ABC Farms",248,21-01-2025,05BK,"Warehouse A"
1383,Barley,636,0.9,"Grains World",155,30-01-2025,L8FQ,"Warehouse B"
1368,Barley,294,2.95,"XYZ Grains Co.",240,21-01-2025,8241,"Warehouse B"
1407,Barley,1071,2.35,"Grains World",495,21-01-2025,4GS3,"Warehouse C"
1076,Buckwheat,1237,2.69,"Organic Grains",424,19-02-2025,C7UB,"Warehouse B"
1372,Wheat,931,2.75,"Grain Masters",204,17-02-2025,MLBN,"Warehouse B"
1055,Wheat,1166,0.95,"Organic Grains",127,24-01-2025,9VNW,"Warehouse A"
1951,Corn,868,0.9,"Healthy Grains",369,23-01-2025,ZW9X,"Warehouse A"
1096,Millet,241,1.21,"Old Mill",296,26-01-2025,UQFI,"Warehouse C"
1945,Quinoa,708,1.44,"Grain Masters",285,30-01-2025,I1ZK,"Warehouse C"
1938,Oats,964,1.18,"Organic Grains",374,06-02-2025,6NJZ,"Warehouse A"
1099,Millet,176,1.65,"Organic Grains",260,18-02-2025,OE2W,"Warehouse A"
1646,Sorghum,205,1.33,"ABC Farms",386,07-02-2025,UGQ2,"Warehouse A"
1759,Rye,682,0.92,"Old Mill",121,07-02-2025,G8L5,"Warehouse B"
1356,Rye,1142,1.48,"ABC Farms",486,23-01-2025,KUYB,"Warehouse B"
1137,Buckwheat,1232,1.84,"Organic Grains",374,09-02-2025,DDCW,"Warehouse C"
1769,Quinoa,442,0.75,"XYZ Grains Co.",233,29-01-2025,GGMQ,"Warehouse C"
1050,Wheat,980,1.97,"XYZ Grains Co.",483,03-02-2025,D191,"Warehouse B"
1358,Corn,1450,1.44,"ABC Farms",317,28-01-2025,2X1D,"Warehouse C"
1421,Wheat,889,1.56,"XYZ Grains Co.",166,07-02-2025,FCSO,"Warehouse B"
1791,Oats,196,1.17,"Healthy Grains",258,01-02-2025,F5AR,"Warehouse B"
1262,Quinoa,1042,2.88,"Organic Grains",285,25-01-2025,4LV1,"Warehouse A"
1002,Millet,648,1.65,"ABC Farms",421,26-01-2025,R01B,"Warehouse B"
1298,Corn,952,1.12,"Healthy Grains",196,10-02-2025,25QN,"Warehouse B"
1754,Millet,138,0.99,"Healthy Grains",263,06-02-2025,YSTJ,"Warehouse A"
1430,Sorghum,1295,2.47,"Grains World",323,21-01-2025,FPNA,"Warehouse A"
1240,Rice,111,2.22,"XYZ Grains Co.",315,07-02-2025,6FI8,"Warehouse A"
1356,Oats,352,1.56,"Organic Grains",134,30-01-2025,MSF7,"Warehouse A"
1619,Rice,659,1.51,"Grain Masters",343,19-02-2025,X9MS,"Warehouse A"
1671,Wheat,945,2.02,"ABC Farms",425,12-02-2025,VCOQ,"Warehouse B"
1463,Quinoa,1371,2.15,"XYZ Grains Co.",390,05-02-2025,2LWI,"Warehouse B"
1338,Rye,1132,1.33,"Healthy Grains",463,31-01-2025,NWCD,"Warehouse A"
1276,Rye,539,2.97,"Grains World",328,26-01-2025,6DX0,"Warehouse A"
1577,Rye,1156,0.66,"XYZ Grains Co.",354,29-01-2025,B7AF,"Warehouse C"
1755,Rice,1071,0.75,"Healthy Grains",377,06-02-2025,XMJC,"Warehouse C"
1046,Buckwheat,932,2.21,"Organic Grains",303,05-02-2025,S153,"Warehouse B"
1663,Corn,538,1.34,"Old Mill",445,29-01-2025,7PHD,"Warehouse B"
1391,Quinoa,1326,1.49,"Healthy Grains",343,08-02-2025,7IZ7,"Warehouse B"
1316,Rye,244,0.97,"Healthy Grains",398,20-02-2025,6Z7Y,"Warehouse B"
1342,Millet,1187,2.65,"Grains World",469,11-02-2025,QORF,"Warehouse A"
1605,Sorghum,750,0.66,"XYZ Grains Co.",209,03-02-2025,5DQL,"Warehouse B"
1264,Rice,559,1.1,"XYZ Grains Co.",123,21-01-2025,YRTZ,"Warehouse B"
1793,Millet,467,1.28,"Healthy Grains",354,03-02-2025,5TF7,"Warehouse A"
1180,Millet,1490,1.39,"Healthy Grains",489,19-02-2025,YPZY,"Warehouse C"
1228,Oats,198,1.89,"Organic Grains",364,18-02-2025,MJRM,"Warehouse C"
1012,Millet,622,2.7,"Organic Grains",206,12-02-2025,4ROX,"Warehouse C"
1462,Quinoa,1037,2.88,"XYZ Grains Co.",174,20-02-2025,YPD5,"Warehouse C"
1965,Millet,261,1.03,"Old Mill",202,18-02-2025,N2YW,"Warehouse B"
1847,Barley,1474,2.97,"Grains World",319,02-02-2025,NBB3,"Warehouse B"
1400,Oats,1261,1.22,"XYZ Grains Co.",448,31-01-2025,9CX3,"Warehouse A"
1353,Oats,1130,0.64,"Grains World",483,07-02-2025,2B05,"Warehouse C"
1772,Oats,230,2.15,"ABC Farms",404,16-02-2025,LFL4,"Warehouse B"
1649,Quinoa,586,1.61,"Grain Masters",237,04-02-2025,QQBL,"Warehouse B"
1724,Millet,1016,0.77,"Grain Masters",236,07-02-2025,AT8H,"Warehouse C"
1830,Quinoa,1205,1.36,"Grains World",445,13-02-2025,LXTT,"Warehouse C"
1973,Oats,1177,2.49,"Healthy Grains",282,10-02-2025,ONA9,"Warehouse B"
1393,Buckwheat,403,1.43,"ABC Farms",375,28-01-2025,PT1W,"Warehouse C"
1655,Millet,132,0.92,"ABC Farms",293,14-02-2025,XSPW,"Warehouse C"
1440,Quinoa,1385,1.17,"Grains World",168,21-01-2025,LMUH,"Warehouse C"
1965,Buckwheat,551,1.91,"Grains World",449,27-01-2025,EHOX,"Warehouse B"
1603,Quinoa,956,2.34,"ABC Farms",156,09-02-2025,0OPE,"Warehouse A"
1340,Sorghum,1020,0.94,"ABC Farms",302,10-02-2025,3ZI2,"Warehouse B"
1969,Oats,1424,2.19,"Grains World",321,21-01-2025,HDZ1,"Warehouse C"
1680,Buckwheat,968,1.82,"ABC Farms",300,03-02-2025,RQM8,"Warehouse C"
1965,Quinoa,234,2.3,"Grains World",326,12-02-2025,UGA7,"Warehouse B"
1369,Corn,1399,2.24,"Healthy Grains",393,17-02-2025,C65I,"Warehouse A"
1362,Rice,1403,1.28,"ABC Farms",392,30-01-2025,1H1T,"Warehouse B"
1636,Oats,1473,2.48,"Organic Grains",431,23-01-2025,9CJH,"Warehouse B"
1731,Buckwheat,1452,2.82,"Organic Grains",230,19-02-2025,8T16,"Warehouse A"
1454,Sorghum,275,0.57,"ABC Farms",461,09-02-2025,4SST,"Warehouse C"
1427,Sorghum,153,1.92,"Healthy Grains",146,08-02-2025,ULEX,"Warehouse B"
1642,Rye,1069,2.66,"Old Mill",457,11-02-2025,HBTY,"Warehouse C"
1304,Barley,105,1.61,"XYZ Grains Co.",125,21-01-2025,JO3U,"Warehouse B"
1537,Sorghum,1422,2.08,"ABC Farms",473,22-01-2025,4GBJ,"Warehouse C"
1303,Oats,1203,2.29,"Organic Grains",304,25-01-2025,G6EK,"Warehouse C"
1475,Millet,403,1.88,"Organic Grains",252,15-02-2025,QHJD,"Warehouse B"
1142,Rye,1040,2.69,"Healthy Grains",188,08-02-2025,GGLL,"Warehouse B"
1395,Wheat,1382,2.97,"Old Mill",389,07-02-2025,4GO0,"Warehouse B"
1019,Barley,1297,1.54,"Grain Masters",252,31-01-2025,CBOV,"Warehouse C"
1896,Sorghum,1235,2.21,"Healthy Grains",223,28-01-2025,Y5YT,"Warehouse A"
1022,Millet,480,1.7,"Grain Masters",466,31-01-2025,FTD2,"Warehouse A"
1255,Millet,161,0.89,"Old Mill",139,27-01-2025,P4FP,"Warehouse A"
1022,Oats,146,0.9,"Grain Masters",449,08-02-2025,15ZP,"Warehouse C"
1314,Corn,452,2.32,"Grains World",385,21-01-2025,NQL2,"Warehouse B"
1495,Rye,968,1.43,"Grain Masters",141,28-01-2025,F8I4,"Warehouse B"
1082,Rye,483,2.61,"ABC Farms",213,14-02-2025,IRQ5,"Warehouse B"
1103,Rice,824,0.69,"Grains World",373,15-02-2025,TTTS,"Warehouse C"
1416,Oats,459,2.64,"Old Mill",487,04-02-2025,CEZT,"Warehouse C"
1860,Corn,189,2.88,"ABC Farms",320,16-02-2025,1D3U,"Warehouse B"
1392,Rice,1243,1.02,"Old Mill",409,19-02-2025,YBQR,"Warehouse A"
1172,Sorghum,201,2.61,"Old Mill",486,10-02-2025,E863,"Warehouse C"
1155,Wheat,506,1.3,"Grains World",468,10-02-2025,E5P8,"Warehouse B"
1729,Rice,513,0.99,"Organic Grains",411,07-02-2025,2KG8,"Warehouse A"
1553,Sorghum,1361,2.24,"Organic Grains",157,01-02-2025,B4GT,"Warehouse C"
1808,Buckwheat,1205,1.71,"Old Mill",315,06-02-2025,HKCD,"Warehouse A"
1192,Rice,357,1.53,"Old Mill",257,06-02-2025,JWPF,"Warehouse B"
1038,Rye,576,1.71,"Organic Grains",153,07-02-2025,1AW5,"Warehouse A"
1340,Barley,1373,1.23,"ABC Farms",352,20-02-2025,NHJQ,"Warehouse C"
1308,Wheat,774,0.64,"Old Mill",223,11-02-2025,NNKT,"Warehouse A"
1397,Sorghum,1419,1.18,"XYZ Grains Co.",397,05-02-2025,BLL5,"Warehouse A"
1719,Rye,519,1.83,"Organic Grains",202,31-01-2025,023F,"Warehouse B"
1006,Wheat,1232,2.05,"Healthy Grains",112,27-01-2025,VKUE,"Warehouse A"
1716,Sorghum,1497,2.55,"Old Mill",102,20-02-2025,32VZ,"Warehouse A"
1456,Buckwheat,286,1.49,"Old Mill",379,03-02-2025,EP1S,"Warehouse C"
1329,Rye,888,2.92,"Organic Grains",302,24-01-2025,SVYL,"Warehouse B"
1297,Millet,603,2.35,"XYZ Grains Co.",440,10-02-2025,DIGK,"Warehouse A"
1595,Quinoa,814,2.35,"ABC Farms",116,10-02-2025,L3J2,"Warehouse A"
1429,Quinoa,785,1.81,"Healthy Grains",418,30-01-2025,51UJ,"Warehouse B"
1775,Corn,526,1.85,"ABC Farms",424,05-02-2025,T7S0,"Warehouse C"
1448,Buckwheat,238,2.52,"Healthy Grains",387,25-01-2025,SD72,"Warehouse B"
1691,Barley,502,1.4,"XYZ Grains Co.",166,12-02-2025,2VJQ,"Warehouse B"
1720,Millet,947,1.97,"XYZ Grains Co.",313,29-01-2025,NG5E,"Warehouse B"
1521,Buckwheat,781,1.97,"Organic Grains",105,07-02-2025,WPCQ,"Warehouse C"
1255,Barley,932,0.73,"Grain Masters",100,20-02-2025,YYQ8,"Warehouse B"
1197,Wheat,1198,1.43,"Grains World",448,26-01-2025,669C,"Warehouse B"
1183,Buckwheat,125,0.79,"Healthy Grains",191,28-01-2025,KL1M,"Warehouse B"
1222,Buckwheat,303,1.56,"Grain Masters",141,25-01-2025,9521,"Warehouse C"
1966,Millet,993,2.82,"Healthy Grains",310,15-02-2025,4S6N,"Warehouse C"
1101,Rice,860,1.79,"Organic Grains",498,29-01-2025,PMYJ,"Warehouse A"
1152,Wheat,1219,1.69,"ABC Farms",267,04-02-2025,K81I,"Warehouse A"
1937,Buckwheat,1017,0.95,"ABC Farms",296,15-02-2025,6NBU,"Warehouse C"
1917,Rice,1183,2.56,"Old Mill",327,20-02-2025,V4DY,"Warehouse C"
1527,Rice,976,2.05,"Healthy Grains",156,29-01-2025,M3CA,"Warehouse B"
1110,Wheat,100,0.97,"Healthy Grains",464,02-02-2025,ALYG,"Warehouse C"
1689,Rice,1101,2.44,"Grains World",262,01-02-2025,4T5N,"Warehouse C"
1729,Corn,1107,0.84,"Grain Masters",132,31-01-2025,7AE5,"Warehouse A"
1140,Corn,1231,2.83,"Old Mill",341,15-02-2025,XFLS,"Warehouse A"
1393,Buckwheat,1152,2.06,"Healthy Grains",480,21-01-2025,R3B4,"Warehouse C"
1340,Millet,727,1.5,"Grains World",463,19-02-2025,NWIT,"Warehouse A"
1618,Millet,1095,0.6,"Grain Masters",392,23-01-2025,QILY,"Warehouse C"
1824,Sorghum,1229,0.84,"Healthy Grains",352,21-01-2025,RUIV,"Warehouse B"
1773,Corn,942,0.91,"Healthy Grains",236,18-02-2025,TMV9,"Warehouse B"
1032,Oats,1369,2.43,"XYZ Grains Co.",392,23-01-2025,0O7D,"Warehouse C"
1270,Barley,509,2.04,"Old Mill",409,18-02-2025,U0UP,"Warehouse C"
1171,Wheat,1467,0.78,"ABC Farms",443,15-02-2025,2BZG,"Warehouse B"
1248,Rye,197,2.78,"Grains World",250,21-01-2025,KBPG,"Warehouse A"
1016,Millet,734,2.34,"Healthy Grains",491,14-02-2025,U9PY,"Warehouse A"
1066,Rye,931,2.22,"Grains World",125,16-02-2025,71JZ,"Warehouse C"
1734,Barley,640,1.97,"Organic Grains",231,26-01-2025,9VML,"Warehouse B"
1996,Rice,448,1.37,"Healthy Grains",139,14-02-2025,SEJY,"Warehouse B"
1436,Buckwheat,246,1.87,"Old Mill",471,21-01-2025,XB4O,"Warehouse A"
1992,Oats,1190,1.67,"Grain Masters",387,25-01-2025,3W73,"Warehouse B"
1083,Oats,476,0.73,"Grains World",362,20-02-2025,4ZFU,"Warehouse C"
1795,Sorghum,747,2.32,"ABC Farms",175,16-02-2025,SU46,"Warehouse C"
1333,Buckwheat,1307,1.88,"XYZ Grains Co.",177,05-02-2025,EO1O,"Warehouse B"
1766,Oats,837,2.29,"Old Mill",195,01-02-2025,34HL,"Warehouse A"
1188,Buckwheat,452,2.26,"XYZ Grains Co.",297,06-02-2025,BM7N,"Warehouse A"
1079,Sorghum,558,2.38,"Old Mill",417,18-02-2025,UWGX,"Warehouse B"
1013,Quinoa,797,1.78,"Organic Grains",161,05-02-2025,MD1D,"Warehouse B"
1821,Buckwheat,980,1.28,"Grain Masters",268,30-01-2025,XCSD,"Warehouse C"
1491,Oats,189,1.68,"Grains World",354,25-01-2025,XQHC,"Warehouse B"
1793,Corn,871,1.12,"Healthy Grains",160,06-02-2025,BJZZ,"Warehouse A"
1081,Oats,1254,2.56,"XYZ Grains Co.",244,12-02-2025,AW57,"Warehouse B"
1663,Oats,1100,1.96,"Grains World",147,13-02-2025,QD10,"Warehouse B"
1264,Millet,499,0.62,"Grains World",448,26-01-2025,63TT,"Warehouse A"
1109,Oats,861,0.77,"ABC Farms",263,04-02-2025,XP32,"Warehouse A"
1872,Rice,825,2.99,"Grain Masters",404,24-01-2025,IG6D,"Warehouse B"
1077,Sorghum,469,2.26,"Organic Grains",449,05-02-2025,4KVT,"Warehouse C"
1448,Rice,967,2.31,"Grains World",187,15-02-2025,OED8,"Warehouse C"
1295,Rye,983,0.9,"Old Mill",130,12-02-2025,RE4R,"Warehouse B"
1656,Buckwheat,1029,0.99,"Healthy Grains",126,14-02-2025,A7NV,"Warehouse A"
1712,Buckwheat,1068,2.44,"XYZ Grains Co.",398,14-02-2025,XRXR,"Warehouse A"
1492,Rye,660,1.42,"Organic Grains",172,04-02-2025,H3R8,"Warehouse A"
1731,Sorghum,794,2.38,"XYZ Grains Co.",265,06-02-2025,L06X,"Warehouse A"
1060,Corn,546,2.81,"ABC Farms",243,22-01-2025,FKCD,"Warehouse B"
1844,Wheat,1227,1.74,"Grain Masters",172,11-02-2025,WMM0,"Warehouse C"
1103,Sorghum,259,1.49,"ABC Farms",342,16-02-2025,FEWN,"Warehouse C"
1369,Buckwheat,886,0.7,"Old Mill",231,20-02-2025,E50L,"Warehouse C"
1969,Quinoa,783,1.95,"Healthy Grains",127,30-01-2025,3UIT,"Warehouse C"
1275,Rice,837,1.32,"Old Mill",312,17-02-2025,7675,"Warehouse A"
1437,Rice,1471,2.1,"Healthy Grains",492,05-02-2025,L9Y6,"Warehouse B"
1108,Sorghum,1311,0.75,"Healthy Grains",164,26-01-2025,9TJG,"Warehouse A"
1918,Barley,886,1.25,"XYZ Grains Co.",337,25-01-2025,8Q5S,"Warehouse B"
1606,Sorghum,516,1.36,"Organic Grains",224,13-02-2025,XLPY,"Warehouse A"
1403,Barley,1178,2.88,"ABC Farms",458,10-02-2025,7F76,"Warehouse C"
1309,Rye,140,2.64,"Old Mill",349,31-01-2025,GDV2,"Warehouse B"
1824,Millet,492,2.59,"Grains World",212,12-02-2025,0HFK,"Warehouse A"
1554,Barley,505,1.79,"ABC Farms",125,21-01-2025,E5LS,"Warehouse C"
1614,Barley,1412,2.05,"Grain Masters",198,11-02-2025,YPLQ,"Warehouse B"
1925,Sorghum,1289,2.82,"Grains World",373,13-02-2025,C91C,"Warehouse A"
1018,Sorghum,998,2.22,"Grains World",257,14-02-2025,3GNK,"Warehouse C"
